FBgn	symbol	CG_alias	chr	start	end
FBgn0036222	SdhAL	CG5718	3L	11922610	11924757
FBgn0011723	byn	CG7260	3L	11927693	11935919
FBgn0036224	Rpt4R	CG7257	3L	11941912	11943485
FBgn0036225	CG5883		3L	11943640	11944852
FBgn0262401	mir-285		3L	11946093	11946191
FBgn0036226	CG7252		3L	11947675	11949248
FBgn0036227	CG17826		3L	11949839	11952225
FBgn0036228	obst-G	CG9781	3L	11952301	11953317
FBgn0036229	CG7248		3L	11954083	11956780
FBgn0036230	CG11570		3L	11956708	11957769
FBgn0262986	CG43294		3L	11958283	11958909
FBgn0028573	prc	CG5700	3L	11958872	11966131
FBgn0053265	Muc68E	CG33265	3L	11967343	11972979
FBgn0259748	CG42397		3L	11973085	11973790
FBgn0036232	CG14125		3L	11974905	11975810
FBgn0264488	CG43896	CG17824	3L	11976111	11983764
FBgn0036235	CG6938		3L	11984906	11990505
FBgn0036236	CG6931		3L	11990736	11992000
FBgn0036237	PhLP2	CG18593	3L	11991853	11993179
FBgn0026432	Grip163	CG5688	3L	11993274	11998138
FBgn0036239	Pop2	CG5684	3L	11998398	12002915
FBgn0036240	CG6928		3L	12003155	12008051
FBgn0041096	rols	CG17155	3L	12008225	12064859
FBgn0264726	lncRNA:CR43994		3L	12027801	12028153
FBgn0264725	CG43993		3L	12032557	12032999
FBgn0036242	CG6793		3L	12042387	12044217
FBgn0263647	CG43638		3L	12044579	12045356
FBgn0284221	Sema5c	CG5661	3L	12067511	12081830
FBgn0036246	CG17154		3L	12088626	12089225
FBgn0011335	vers	CG6801	3L	12116101	12118055
FBgn0036248	ssp	CG17153	3L	12118257	12119789
FBgn0036249	CG11560		3L	12120019	12121185
FBgn0022959	yps	CG5654	3L	12121274	12125150
FBgn0036250	Ir68b	CG17152	3L	12125487	12127394
FBgn0250825	CG34241		3L	12127979	12128461
FBgn0017424	asRNA:CR11538	CG11538	3L	12129103	12131488
FBgn0002565	Lsp2	CG6806	3L	12129393	12131869
FBgn0046296	DEF8	CG11534	3L	12132146	12133834
FBgn0267552	asRNA:CR45892		3L	12132455	12133605
FBgn0036254	CG5645		3L	12133771	12136706
FBgn0036255	Atg12	CG10861	3L	12136909	12137559
FBgn0011455	ND-SGDH	CG9762	3L	12137496	12138584
FBgn0036257	RhoGAP68F	CG6811	3L	12138868	12143380
FBgn0036258	eIF3l	CG5642	3L	12143446	12146097
FBgn0013997	Nrx-IV	CG6827	3L	12146519	12156990
FBgn0052099	CG32099	CG32099	3L	12149273	12150329
FBgn0036259	CG9760		3L	12157052	12163735
FBgn0036260	Rh7	CG5638	3L	12164205	12175482
FBgn0027843	CAH2	CG6906	3L	12177601	12183347
FBgn0036262	Miox	CG6910	3L	12184984	12187860
FBgn0000592	Est-6	CG6917	3L	12188818	12190705
FBgn0036263	thoc6	CG5632	3L	12190696	12193688
FBgn0000594	Est-P	CG17148	3L	12190733	12192528
FBgn0267310	lncRNA:CR45746		3L	12195787	12196049
FBgn0036264	CG11529		3L	12197791	12199030
FBgn0022709	Ak1	CG17146	3L	12200322	12204082
FBgn0036266	Tsen54	CG5626	3L	12204123	12206022
FBgn0260941	app	CG5620	3L	12206238	12266841
FBgn0264723	lncRNA:CR43991	CG43991	3L	12245510	12246048
FBgn0052100	CG32100	CG18638	3L	12267528	12269803
FBgn0036271	Pbgs	CG10335	3L	12269452	12271345
FBgn0036272	Sms	CG4300	3L	12271656	12277251
FBgn0036273	INPP5E	CG10426	3L	12277655	12281476
FBgn0267961	lncRNA:CR46241		3L	12286342	12286683
FBgn0267218	lncRNA:CR45658		3L	12289304	12290161
FBgn0036274	CG4328		3L	12290956	12296123
FBgn0265743	lncRNA:CR44550		3L	12300980	12301942
FBgn0265744	lncRNA:CR44551		3L	12302162	12302551
FBgn0265455	CG44355		3L	12310805	12311961
FBgn0052105	Lmx1a	CG17615	3L	12329232	12335901
FBgn0036277	CG10418		3L	12336676	12337236
FBgn0266993	lncRNA:CR45444		3L	12337352	12337699
FBgn0036278	CrzR	CG10698	3L	12339116	12351544
FBgn0036279	Ncc69	CG4357	3L	12368646	12391444
FBgn0267474	lncRNA:CR45824		3L	12380252	12381470
FBgn0052104	CG32104	CG14124	3L	12393804	12399322
FBgn0011279	Obp69a	CG10436	3L	12396171	12396957
FBgn0036282	Smyd4-2	CG14122	3L	12399539	12401935
FBgn0052103	SCaMC	CG32103	3L	12402295	12414842
FBgn0020655	ArfGAP1	CG4237	3L	12415026	12417580
FBgn0036285	toe	CG10704	3L	12422510	12432668
FBgn0000625	eyg	CG10488	3L	12462537	12468021
FBgn0052102	CG32102		3L	12469072	12469784
FBgn0036286	CG10616		3L	12471728	12474428
FBgn0036287	CG10663		3L	12474418	12485035
FBgn0053725	CG33725		3L	12482609	12486446
FBgn0036288	CG10660		3L	12486668	12490676
FBgn0267241	lncRNA:CR45681		3L	12490294	12491196
FBgn0036289	CG10657		3L	12491830	12497216
FBgn0267242	asRNA:CR45682		3L	12491840	12493605
FBgn0036290	Ar2	CG32101	3L	12498106	12501311
FBgn0264460	asRNA:CR43868		3L	12498487	12500307
FBgn0036291	CG10681		3L	12501513	12502647
FBgn0036292	CG10646		3L	12502467	12503894
FBgn0264848	vih	CG10682	3L	12504292	12505821
FBgn0036294	CG10654		3L	12505374	12507840
FBgn0002466	sti	CG10522	3L	12507998	12514815
FBgn0266678	lncRNA:CR45168		3L	12514605	12515009
FBgn0041775	tral	CG10686	3L	12515059	12520954
FBgn0020388	Gcn5	CG4107	3L	12521129	12524014
FBgn0262524	ver	CG14121	3L	12523987	12525150
FBgn0004926	eIF2beta	CG4153	3L	12525093	12526731
FBgn0036298	nst	CG10627	3L	12527215	12530171
FBgn0036299	Tsf2	CG10620	3L	12530436	12533724
FBgn0085271	CG34242		3L	12533996	12534403
FBgn0036300	Pmm2	CG10688	3L	12534590	12535513
FBgn0036301	CG4069		3L	12535426	12537315
FBgn0036302	sowah	CG10632	3L	12537513	12572542
FBgn0263587	lncRNA:CR43612		3L	12541710	12542953
FBgn0015904	ara	CG10571	3L	12580672	12596018
FBgn0015919	caup	CG10605	3L	12609631	12621798
FBgn0052111	lncRNA:CR32111	CG32111	3L	12627934	12648280
FBgn0263379	lncRNA:CR43431		3L	12648907	12653090
FBgn0265746	lncRNA:CR44553		3L	12658903	12660095
FBgn0265745	lncRNA:CR44552		3L	12661826	12662247
FBgn0014343	mirr	CG10601	3L	12693639	12710249
FBgn0261933	SmD1	CG10753	3L	12733364	12734611
FBgn0014007	Ptp69D	CG10975	3L	12734945	12741568
FBgn0052112	Abhd18	CG10982	3L	12741718	12745154
FBgn0052109	CG32109	CG10982	3L	12745344	12746770
FBgn0010235	Klc	CG5433	3L	12746616	12750056
FBgn0036305	Ankrd11	CG10984	3L	12750119	12753402
FBgn0036306	CG10973		3L	12753239	12754774
FBgn0052113	Vps13D	CG11003	3L	12755049	12768605
FBgn0036309	Hip1	CG10971	3L	12768432	12773573
FBgn0052106	CG32106		3L	12773951	12778716
FBgn0036310	CG10969		3L	12778750	12781097
FBgn0036311	CG17666		3L	12781325	12784377
FBgn0260945	Atg1	CG10967	3L	12784429	12805116
FBgn0261674	CG42709	CG17667	3L	12790192	12796084
FBgn0262714	Sap130	CG11006	3L	12805902	12813036
FBgn0267984	asRNA:CR46251		3L	12806687	12808545
FBgn0052110	CG32110		3L	12808721	12810096
FBgn0036314	Sf3a2	CG10754	3L	12813028	12814019
FBgn0260965	CG42588	CG34017	3L	12814254	12824650
FBgn0036316	nebu	CG10960	3L	12824880	12843106
FBgn0036317	anw	CG10948	3L	12844254	12850117
FBgn0036318	Wbp2	CG11009	3L	12850165	12853169
FBgn0036319	Ent3	CG11010	3L	12853646	12857428
FBgn0052107	CG32107		3L	12857282	12861305
FBgn0036320	CG10943		3L	12861717	12862920
FBgn0036321	CG14120		3L	12885039	12889244
FBgn0267312	lncRNA:CR45748		3L	12889352	12889638
FBgn0264486	CG43894	CG14119	3L	12889770	12892162
FBgn0036323	CG14118		3L	12892658	12894758
FBgn0036324	CG12520		3L	12901247	12902737
FBgn0052117	CG32117		3L	12902925	12903711
FBgn0287591	CR46461		3L	12907085	12907635
FBgn0052115	CG32115		3L	12912027	12913646
FBgn0036325	CG10752		3L	12952686	12954647
FBgn0041622	Or69a	CG33264	3L	12964360	12967733
FBgn0036327	Mdh2c	CG10748	3L	12971214	12972359
FBgn0036328	Mdh2b	CG10749	3L	12972474	12973650
FBgn0036329	CG11262		3L	12995135	12997418
FBgn0036330	CG11263		3L	13006817	13007881
FBgn0036331	CR14117	CG14117	3L	13008285	13009450
FBgn0036332	Cul6	CG11261	3L	13009399	13011685
FBgn0036333	MICAL-like	CG11259	3L	13011976	13015332
FBgn0036334	CG11267		3L	13016050	13016903
FBgn0036335	mRpL20	CG11258	3L	13017149	13017867
FBgn0036336	Icmt	CG11268	3L	13018266	13019687
FBgn0266994	asRNA:CR45445		3L	13018315	13019110
FBgn0036337	Adk2	CG11255	3L	13019715	13022688
FBgn0286213	RpS12	CG11271	3L	13023352	13024762
FBgn0086078	snoRNA:CD25b		3L	13023581	13023651
FBgn0086079	snoRNA:CD25a		3L	13024226	13024298
FBgn0266709	Zmynd10	CG11253	3L	13024763	13026437
FBgn0266682	lncRNA:CR45172		3L	13028551	13029028
FBgn0083978	CG17672	CG11271	3L	13028962	13036504
FBgn0266650	lncRNA:CR45157		3L	13032396	13033070
FBgn0036340	Srrm1	CG11274	3L	13036821	13040976
FBgn0011284	RpS4	CG11276	3L	13041756	13044234
FBgn0082967	snoRNA:Psi28S-3327a		3L	13042767	13042906
FBgn0082966	snoRNA:Psi28S-3327b		3L	13042944	13043083
FBgn0086601	snoRNA:Psi28S-3327c		3L	13043371	13043510
FBgn0036341	Syx13	CG11278	3L	13044434	13046894
FBgn0036342	CG11279		3L	13046977	13048919
FBgn0036343	CG14115		3L	13060400	13061422
FBgn0085457	CG34428	CG14116	3L	13061759	13062715
FBgn0085458	CG34429	CG14116	3L	13063046	13063929
FBgn0263661	lncRNA:CR43652		3L	13081299	13082652
FBgn0036345	CG17300		3L	13086387	13087289
FBgn0267313	lncRNA:CR45749		3L	13087491	13088588
FBgn0036346	CG11251		3L	13088581	13089969
FBgn0265747	lncRNA:CR44554		3L	13101499	13101950
FBgn0010452	trn	CG11280	3L	13114271	13118077
FBgn0053262	CG33262		3L	13136269	13137066
FBgn0086916	snky	CG11281	3L	13174478	13176781
FBgn0266535	lncRNA:CR45096		3L	13208543	13208958
FBgn0052129	tRNA:Pro-AGG-1-5		3L	13211214	13211285
FBgn0052128	tRNA:Pro-AGG-1-6		3L	13211551	13211622
FBgn0052126	tRNA:Pro-AGG-1-7		3L	13212365	13212436
FBgn0052127	tRNA:Leu-CAA-2-2		3L	13214109	13214233
FBgn0266536	lncRNA:CR45097		3L	13215267	13215699
FBgn0264515	lncRNA:CR43914	CG43914	3L	13216103	13217527
FBgn0266537	lncRNA:CR45098		3L	13218203	13218864
FBgn0023095	caps	CG11282	3L	13228692	13279642
FBgn0052119	CG32119		3L	13246864	13248702
FBgn0011844	tRNA:Asp-GTC-1-10		3L	13249547	13249618
FBgn0262622	lncRNA:CR43146	CG43146	3L	13282393	13283410
FBgn0264514	lncRNA:CR43913		3L	13283663	13284496
FBgn0267316	lncRNA:CR45752		3L	13285265	13285835
FBgn0267317	lncRNA:CR45753		3L	13286388	13287186
FBgn0264513	lncRNA:CR43912		3L	13287769	13291770
FBgn0259970	Sfp70A4	CG42480	3L	13296530	13296860
FBgn0266788	lncRNA:CR45253		3L	13297004	13297570
FBgn0266790	lncRNA:CR45255		3L	13297649	13297944
FBgn0266789	lncRNA:CR45254		3L	13298211	13298719
FBgn0259971	CG42481		3L	13298797	13299023
FBgn0262623	CG43147		3L	13299841	13300152
FBgn0003034	SP	CG17673	3L	13301635	13301922
FBgn0264512	lncRNA:CR43911		3L	13302409	13302810
FBgn0265750	lncRNA:CR44557		3L	13302741	13303151
FBgn0265748	lncRNA:CR44555		3L	13303371	13303946
FBgn0265751	lncRNA:CR44558		3L	13324274	13324959
FBgn0040814	CG14113		3L	13329135	13329699
FBgn0265752	lncRNA:CR44559		3L	13343550	13344250
FBgn0036348	CG17687		3L	13349033	13354940
FBgn0287423	Nplp2	CG11051	3L	13356376	13357223
FBgn0036350	CG14111		3L	13377957	13380380
FBgn0036349	SNCF	CG14112	3L	13378583	13379190
FBgn0267546	asRNA:CR45886		3L	13379142	13379654
FBgn0036351	CG14107		3L	13380359	13381346
FBgn0001256	ImpL1	CG10717	3L	13382765	13383999
FBgn0036352	CG14110		3L	13384789	13385925
FBgn0036353	CG10171		3L	13385946	13387907
FBgn0036354	Poc1	CG10191	3L	13388299	13390006
FBgn0002573	sens	CG10714	3L	13396228	13401125
FBgn0036356	CG10222		3L	13411122	13412453
FBgn0260049	flr	CG10724	3L	13412843	13416453
FBgn0052121	tono	CG32121	3L	13416576	13422336
FBgn0053263	CG33263	CG14106	3L	13423320	13424168
FBgn0260459	CG14106		3L	13424571	13425671
FBgn0036359	CG14105		3L	13425891	13426673
FBgn0036360	CG10713		3L	13428839	13435229
FBgn0012010	tRNA:Val-AAC-2-3		3L	13433048	13433120
FBgn0012009	tRNA:Val-AAC-2-4		3L	13433646	13433718
FBgn0036361	CG10154		3L	13435680	13437136
FBgn0036362	CG10725		3L	13437954	13439009
FBgn0036363	CG10140		3L	13439317	13440470
FBgn0036364	dokb	CG14109	3L	13440910	13442420
FBgn0036365	cmb	CG10732	3L	13442594	13449245
FBgn0036366	JMJD7	CG10133	3L	13449187	13450283
FBgn0036368	EHR	CG10738	3L	13450770	13465539
FBgn0036367	CG10116		3L	13456208	13457238
FBgn0036369	CG10089		3L	13465552	13474787
FBgn0086708	stv	CG32130	3L	13477541	13483515
FBgn0036372	Abp1	CG10083	3L	13483533	13486280
FBgn0036373	Tgi	CG10741	3L	13486797	13502492
FBgn0036374	Spt20	CG17689	3L	13502707	13511541
FBgn0086785	Vps36	CG10711	3L	13511646	13513112
FBgn0036376	Liprin-beta	CG10743	3L	13513254	13516276
FBgn0036377	CG10710		3L	13516273	13519605
FBgn0264001	bru3	CG12478	3L	13521907	13803400
FBgn0267475	lncRNA:CR45825		3L	13550874	13551808
FBgn0266688	lncRNA:CR45178		3L	13557755	13558101
FBgn0266595	lncRNA:CR45120		3L	13599230	13599883
FBgn0262415	mir-289		3L	13620822	13620920
FBgn0262813	CG43184		3L	13837756	13838080
FBgn0036380	CG8757		3L	13840197	13842240
FBgn0275434	asRNA:CR46266		3L	13840611	13842198
FBgn0040812	CG8750		3L	13842377	13843017
FBgn0043550	Tsp68C	CG32136	3L	13843656	13845316
FBgn0029167	Hml	CG7002	3L	13846054	13860001
FBgn0036381	CG8745		3L	13860027	13866905
FBgn0264006	dysc	CG32132	3L	13867414	13903236
FBgn0036382	CG13737		3L	13878994	13883056
FBgn0026376	Rgl	CG8865	3L	13906897	13925335
FBgn0036386	CG8833		3L	13925882	13929000
FBgn0001108	DCTN1-p150	CG9206	3L	13929387	13934656
FBgn0052137	BicDR	CG17366	3L	13939250	13962647
FBgn0025874	Meics	CG8474	3L	13962658	13964702
FBgn0036389	ssp2	CG9028	3L	13965203	13973067
FBgn0263232	Nxf3	CG32135	3L	13965203	13973067
FBgn0036390	CG13738		3L	13973123	13973477
FBgn0001216	Hsc70-1	CG8937	3L	13974061	13977761
FBgn0036391	CG17364		3L	13977905	13993400
FBgn0036393	CG17362		3L	13986620	13987184
FBgn0036394	CG9040		3L	13987878	13988626
FBgn0250848	CtsK1	CG8947	3L	13994231	13996571
FBgn0036395	CG17361		3L	13997191	13998055
FBgn0036396	CG17359		3L	13997900	13999251
FBgn0036397	Nprl3	CG8783	3L	13999380	14001880
FBgn0036398	upSET	CG9007	3L	14002127	14020148
FBgn0052133	Ptip	CG8797	3L	14020315	14029121
FBgn0061515	endos	CG6513	3L	14029579	14031706
FBgn0036402	CG6650		3L	14031450	14034909
FBgn0265295	asRNA:CR42871		3L	14034531	14036836
FBgn0036403	CG6661		3L	14034776	14036751
FBgn0026418	Hsp110	CG6603	3L	14037019	14043686
FBgn0283503	Neurl4	CG46284	3L	14043694	14049892
FBgn0036405	CG6833		3L	14051206	14052469
FBgn0036406	CG13484		3L	14052428	14053079
FBgn0267736	asRNA:CR46067		3L	14053100	14054304
FBgn0267795	Frl	CG43986	3L	14053215	14071583
FBgn0013563	Pex1	CG6760	3L	14071892	14076123
FBgn0285896	btl	CG6714	3L	14075772	14083229
FBgn0036410	CG8100		3L	14083615	14086421
FBgn0000639	Fbp1	CG17285	3L	14094589	14098053
FBgn0036411	Sox21a	CG7345	3L	14103481	14108118
FBgn0042630	Sox21b	CG6419	3L	14112405	14131324
FBgn0267547	lncRNA:CR45887		3L	14134722	14135102
FBgn0000411	D	CG5893	3L	14175610	14178620
FBgn0036414	nan	CG5842	3L	14186249	14189648
FBgn0013718	nuf	CG7867	3L	14190870	14233250
FBgn0052141	saturn	CG32141	3L	14203323	14204294
FBgn0036415	CG7768		3L	14218204	14218974
FBgn0036416	CG7924		3L	14233469	14234609
FBgn0085273	CG34244		3L	14235053	14235941
FBgn0036417	CG7906		3L	14236635	14238272
FBgn0266948	lncRNA:CR45399		3L	14238607	14239440
FBgn0265754	lncRNA:CR44561		3L	14245005	14245691
FBgn0265753	lncRNA:CR44560		3L	14245993	14247011
FBgn0001085	fz	CG3646	3L	14274343	14368639
FBgn0266383	lncRNA:CR45025		3L	14322552	14326251
FBgn0036419	CG13482		3L	14329346	14329885
FBgn0036421	CG13481		3L	14368925	14369707
FBgn0262580	CG43120		3L	14381913	14383299
FBgn0036422	CG3868		3L	14400769	14402725
FBgn0003459	stwl	CG3836	3L	14402930	14409939
FBgn0266768	lncRNA:CR45233		3L	14410117	14410698
FBgn0036423	CG3919		3L	14410626	14412732
FBgn0087007	bbg	CG9598	3L	14412828	14536276
FBgn0267696	lncRNA:CR46032		3L	14420602	14421294
FBgn0267695	lncRNA:CR46031		3L	14424501	14425926
FBgn0036426	CG9592		3L	14517825	14518475
FBgn0036427	CG4613		3L	14519760	14521690
FBgn0262891	CG43246		3L	14536634	14537272
FBgn0026409	Mpcp2	CG4994	3L	14537651	14540441
FBgn0036428	Gbs-70E	CG9238	3L	14540937	14550975
FBgn0054039	CG34039		3L	14560000	14562613
FBgn0266117	asRNA:CR44843		3L	14560000	14560953
FBgn0028418	Lk	CG13480	3L	14560139	14560764
FBgn0261816	CG42758	CG13479	3L	14567440	14568133
FBgn0040318	HGTX	CG4745	3L	14583222	14599540
FBgn0003388	shd	CG13478	3L	14614458	14622205
FBgn0036433	CG9628		3L	14622796	14628174
FBgn0027375	RecQ5	CG4879	3L	14628160	14632077
FBgn0041604	dlp	CG32146	3L	14632601	14671609
FBgn0267548	lncRNA:CR45888		3L	14661455	14661946
FBgn0262581	CG43121		3L	14671935	14672437
FBgn0259175	ome	CG32143	3L	14672839	14747868
FBgn0011927	tRNA:iMet-CAT-1-4		3L	14673942	14674013
FBgn0011928	tRNA:iMet-CAT-1-5		3L	14674344	14674415
FBgn0036436	CG4914		3L	14674538	14678147
FBgn0036437	Dnaaf6	CG5048	3L	14684768	14685842
FBgn0036438	gdrd	CG13477	3L	14691347	14691962
FBgn0036439	CG13474		3L	14696551	14697105
FBgn0036440	CG17177		3L	14697313	14701678
FBgn0036441	CG13476		3L	14705464	14706157
FBgn0036442	CG13473		3L	14728760	14729343
FBgn0036443	CG13471		3L	14732589	14733517
FBgn0013263	Trl	CG9343	3L	14747929	14761049
FBgn0260233	CG42507		3L	14747929	14757962
FBgn0053260	Tsen34	CG13470	3L	14760520	14761844
FBgn0036446	Mgat4a	CG9384	3L	14762028	14767703
FBgn0036447	Mgat4b	CG17173	3L	14767703	14769283
FBgn0036448	mop	CG9311	3L	14769341	14776129
FBgn0036449	bmm	CG5295	3L	14776496	14786412
FBgn0036450	Tdrd3	CG13472	3L	14786791	14789665
FBgn0036451	Helz	CG9425	3L	14789935	14801089
FBgn0029148	NHP2	CG5258	3L	14801328	14802168
FBgn0001120	gnu	CG5272	3L	14802380	14803360
FBgn0036454	CG17839		3L	14805136	14882224
FBgn0265913	lncRNA:CR44702		3L	14885341	14886183
FBgn0266947	lncRNA:CR45398		3L	14890090	14890503
FBgn0085274	CG34245		3L	14893734	14894416
FBgn0259099	DCX-EMAP	CG13467	3L	14903805	14942907
FBgn0040809	CG13465		3L	14943730	14944331
FBgn0040487	BobA	CG12487	3L	14945499	14946125
FBgn0267640	lncRNA:CR45978		3L	14949884	14950703
FBgn0026320	Tom	CG5185	3L	14969344	14970306
FBgn0000216	Brd	CG3096	3L	14972667	14973198
FBgn0040296	Ocho	CG5138	3L	14974848	14976040
FBgn0263380	lncRNA:marge		3L	14976626	14977631
FBgn0036459	CG3349		3L	14979620	14982432
FBgn0036460	CG5114		3L	14982835	14984486
FBgn0002778	mnd	CG3297	3L	14985100	14991667
FBgn0036461	Zip71B	CG10006	3L	14992289	14997983
FBgn0036462	mRpL39	CG17166	3L	14997981	14999666
FBgn0023174	Prosbeta2	CG3329	3L	14999951	15001319
FBgn0036463	Reck	CG5392	3L	15001238	15014062
FBgn0261090	Sytbeta	CG13462	3L	15014695	15064977
FBgn0047338	CG32148		3L	15023492	15024009
FBgn0036465	Rpn12R	CG11552	3L	15041631	15042570
FBgn0025776	ind	CG11551	3L	15042799	15043924
FBgn0263761	CG43678		3L	15049179	15049495
FBgn0036466	CG18581		3L	15049550	15050209
FBgn0036467	CG12310		3L	15050263	15050806
FBgn0263762	CG43679		3L	15050856	15051425
FBgn0036468	CG13461		3L	15051931	15052490
FBgn0263763	CG43680		3L	15052998	15053351
FBgn0036469	CG18649		3L	15053568	15054135
FBgn0036470	EAChm	CG13463	3L	15054777	15055565
FBgn0036471	CG13460		3L	15061029	15061705
FBgn0263767	lncRNA:CR43684		3L	15062207	15062622
FBgn0086690	Plp	CG6735	3L	15066081	15094724
FBgn0036474	Or71a	CG17871	3L	15076907	15078447
FBgn0036476	sstn	CG6945	3L	15090823	15094719
FBgn0027088	GlyRS	CG6778	3L	15095142	15097686
FBgn0266452	Ctps	CG6854	3L	15097914	15113003
FBgn0264704	lncRNA:CR43973		3L	15098534	15099502
FBgn0264703	CR43972		3L	15100054	15102040
FBgn0266441	CG45071	CG6854	3L	15105882	15110730
FBgn0264702	asRNA:CR43971		3L	15108001	15108935
FBgn0036479	CG13458		3L	15113557	15116373
FBgn0036480	Cep135	CG17081	3L	15116737	15128029
FBgn0036481	CG16959		3L	15119878	15125321
FBgn0052847	CG32847		3L	15121572	15122301
FBgn0036482	CG13457		3L	15127940	15131378
FBgn0036483	CG12316		3L	15131508	15136934
FBgn0065051	scaRNA:MeU5-U42		3L	15134550	15134660
FBgn0286818	Pdi	CG6988	3L	15137738	15142840
FBgn0266945	asRNA:CR45396		3L	15142131	15142800
FBgn0047178	CG32147		3L	15143063	15144059
FBgn0266946	asRNA:CR45397		3L	15143801	15144170
FBgn0036484	Pex3	CG6859	3L	15144355	15146379
FBgn0036485	FucTA	CG6869	3L	15147137	15154395
FBgn0036486	Msh6	CG7003	3L	15154233	15158562
FBgn0036487	Prp31	CG6876	3L	15159100	15161138
FBgn0036489	CG7011		3L	15160876	15163628
FBgn0036488	CG6878		3L	15161817	15162470
FBgn0265755	lncRNA:CR44562		3L	15190440	15190998
FBgn0036490	Prx1	CG6888	3L	15207844	15208586
FBgn0029114	Tollo	CG6890	3L	15235619	15242832
FBgn0036491	Best4	CG7259	3L	15298958	15300942
FBgn0036492	Best3	CG12327	3L	15300915	15302785
FBgn0036493	CG7255		3L	15304255	15311195
FBgn0267933	lncRNA:CR46213		3L	15319923	15320356
FBgn0262892	lncRNA:CR43247	CG43247	3L	15332246	15332877
FBgn0264724	lncRNA:CR43992		3L	15334782	15336171
FBgn0036494	Toll-6	CG7250	3L	15336692	15344315
FBgn0036495	CG33259	CG7489	3L	15407832	15408267
FBgn0263616	lncRNA:CR43625		3L	15437201	15437713
FBgn0266944	lncRNA:CR45395		3L	15457491	15457878
FBgn0266943	lncRNA:CR45394		3L	15457953	15458309
FBgn0036496	cocoon	CG7804	3L	15472197	15474110
FBgn0036497	Ran-like	CG7815	3L	15484396	15485402
FBgn0040805	CG12355		3L	15492964	15495549
FBgn0036498	CG13455		3L	15496574	15498055
FBgn0036499	CG7276		3L	15498202	15498821
FBgn0036500	CG7275		3L	15498959	15500561
FBgn0036501	CG7272		3L	15500938	15503769
FBgn0026738	Otud6	CG7857	3L	15503600	15504894
FBgn0036502	CG7841		3L	15505188	15508252
FBgn0004052	Z600	CG17962	3L	15509061	15509513
FBgn0001099	gdl	CG33088	3L	15509445	15511047
FBgn0028377	gdl-ORF39	CG33088	3L	15509445	15510837
FBgn0000565	MsrA	CG7266	3L	15511052	15513202
FBgn0036503	CG13454		3L	15516533	15517056
FBgn0004228	mex1	CG7936	3L	15517424	15519592
FBgn0262689	asRNA:CR43159		3L	15520318	15521554
FBgn0036504	yellow-k	CG7463	3L	15520620	15521653
FBgn0036505	CG7945	CG17014	3L	15521711	15524137
FBgn0053986	CG33986	CG7973	3L	15524325	15525253
FBgn0053985	CG33985	CG7973	3L	15525891	15526812
FBgn0261682	CG42729	CG33984	3L	15526910	15527516
FBgn0261681	CG42728	CG33984	3L	15527620	15528196
FBgn0053983	obst-H	CG7973	3L	15528265	15529243
FBgn0262893	CG43248		3L	15530085	15531473
FBgn0004396	CrebA	CG7450	3L	15535395	15553214
FBgn0087035	AGO2	CG7439	3L	15554113	15561042
FBgn0036509	CG7739		3L	15560726	15563065
FBgn0036510	SCCRO	CG7427	3L	15563427	15565559
FBgn0267390	dop	CG6498	3L	15566013	15576313
FBgn0036512	Ufsp2	CG16979	3L	15576570	15578674
FBgn0261109	mrn	CG7764	3L	15578769	15580537
FBgn0036514	CG12301		3L	15580800	15583373
FBgn0036515	AIMP2	CG12304	3L	15583638	15585347
FBgn0036516	CG7656		3L	15585431	15588175
FBgn0036518	RhoGAP71E	CG16980	3L	15588860	15609125
FBgn0036519	PhLP1	CG7650	3L	15608707	15610386
FBgn0036520	CG13449		3L	15610631	15612828
FBgn0259236	comm3	CG33209	3L	15613184	15647762
FBgn0036522	Phs	CG7372	3L	15619901	15624130
FBgn0267639	lncRNA:CR45977		3L	15629293	15629693
FBgn0262529	CG43083		3L	15648571	15649125
FBgn0004588	Eig71Ea	CG16931	3L	15649126	15649661
FBgn0004589	Eig71Eb	CG7355	3L	15649936	15650541
FBgn0262530	CG43084		3L	15650852	15651392
FBgn0004590	Eig71Ec	CG7608	3L	15651479	15652254
FBgn0004591	Eig71Ed	CG7350	3L	15652537	15653096
FBgn0004592	Eig71Ee	CG7604	3L	15654472	15656010
FBgn0004593	Eig71Ef	CG7599	3L	15656655	15657390
FBgn0004594	Eig71Eg	CG7336	3L	15657628	15658149
FBgn0014848	Eig71Eh	CG7594	3L	15658936	15659441
FBgn0014849	Eig71Ei	CG7327	3L	15659707	15660351
FBgn0014850	Eig71Ej	CG7588	3L	15660549	15661015
FBgn0014851	Eig71Ek	CG7325	3L	15661248	15661809
FBgn0262528	CG43082		3L	15661867	15662279
FBgn0036527	CG7304		3L	15679720	15681470
FBgn0036528	CG7579		3L	15681633	15683445
FBgn0036529	Pgant8	CG7297	3L	15683872	15686598
FBgn0085481	CG34452	CG33999	3L	15686352	15687902
FBgn0085480	CG34451	CG33999	3L	15688517	15692068
FBgn0041160	comm2	CG7554	3L	15697594	15699850
FBgn0260777	CG42571		3L	15716453	15717749
