gene_id	chr	start	end	strand	length
gene:Zm00001eb166770	4	6370793	6374738	-	3946
gene:Zm00001eb166780	4	6373636	6374584	+	949
gene:Zm00001eb166790	4	6379494	6383504	+	4011
gene:Zm00001eb166800	4	6383467	6386904	-	3438
gene:Zm00001eb166810	4	6387574	6396591	-	9018
gene:Zm00001eb166820	4	6396569	6400222	-	3654
gene:Zm00001eb166830	4	6418311	6419217	-	907
gene:Zm00001eb166840	4	6449504	6451747	-	2244
gene:Zm00001eb166850	4	6468246	6470220	+	1975
gene:Zm00001eb166860	4	6473269	6474218	-	950
gene:Zm00001eb166870	4	6477957	6479326	+	1370
gene:Zm00001eb166880	4	6487115	6487423	-	309
gene:Zm00001eb166890	4	6491118	6491504	-	387
gene:Zm00001eb166900	4	6495199	6495585	-	387
gene:Zm00001eb166910	4	6499280	6499666	-	387
gene:Zm00001eb166920	4	6523626	6529658	+	6033
gene:Zm00001eb166930	4	6529993	6530851	+	859
gene:Zm00001eb166940	4	6537370	6538412	+	1043
gene:Zm00001eb166950	4	6577881	6599682	+	21802
gene:Zm00001eb166960	4	6603018	6604096	+	1079
gene:Zm00001eb166970	4	6622644	6626541	+	3898
gene:Zm00001eb166980	4	6687423	6699106	-	11684
gene:Zm00001eb166990	4	6724635	6729492	+	4858
gene:Zm00001eb167000	4	6730772	6732025	+	1254
gene:Zm00001eb167010	4	6814101	6822892	+	8792
gene:Zm00001eb167020	4	6852797	6853801	+	1005
gene:Zm00001eb167030	4	6862826	6864549	-	1724
gene:Zm00001eb167040	4	6870758	6871442	+	685
gene:Zm00001eb167050	4	6871498	6872319	+	822
gene:Zm00001eb167060	4	6911221	6913147	-	1927
gene:Zm00001eb167070	4	6914128	6915881	+	1754
gene:Zm00001eb167080	4	6988286	6993951	-	5666
gene:Zm00001eb167090	4	7005791	7007517	+	1727
gene:Zm00001eb167100	4	7011288	7012682	-	1395
gene:Zm00001eb167110	4	7015539	7016735	-	1197
gene:Zm00001eb167120	4	7054264	7059063	-	4800
gene:Zm00001eb167130	4	7071530	7073555	+	2026
gene:Zm00001eb167140	4	7094085	7108431	+	14347
gene:Zm00001eb167150	4	7132852	7140339	+	7488
gene:Zm00001eb167160	4	7140926	7144814	-	3889
gene:Zm00001eb167170	4	7200979	7201939	-	961
gene:Zm00001eb167180	4	7246459	7247482	-	1024
gene:Zm00001eb167190	4	7271048	7271970	-	923
gene:Zm00001eb167200	4	7280966	7282245	-	1280
gene:Zm00001eb167210	4	7403102	7405494	-	2393
gene:Zm00001eb167220	4	7420567	7422195	-	1629
gene:Zm00001eb167230	4	7438059	7443129	+	5071
gene:Zm00001eb167240	4	7443251	7449070	-	5820
gene:Zm00001eb167250	4	7449467	7452768	-	3302
gene:Zm00001eb167260	4	7453280	7457305	-	4026
gene:Zm00001eb167270	4	7472418	7473161	+	744
gene:Zm00001eb167280	4	7488604	7491927	-	3324
gene:Zm00001eb167290	4	7563701	7567431	+	3731
gene:Zm00001eb167300	4	7582930	7587157	-	4228
gene:Zm00001eb167310	4	7629354	7634479	+	5126
gene:Zm00001eb167320	4	7635020	7643244	-	8225
gene:Zm00001eb167330	4	7642649	7643242	+	594
gene:Zm00001eb167340	4	7657537	7658988	+	1452
gene:Zm00001eb167350	4	7858349	7865715	-	7367
gene:Zm00001eb167360	4	7872387	7878174	-	5788
gene:Zm00001eb167370	4	7960825	7967557	-	6733
gene:Zm00001eb167380	4	8017637	8018421	-	785
gene:Zm00001eb167390	4	8023323	8023675	-	353
gene:Zm00001eb167400	4	8024058	8024462	-	405
gene:Zm00001eb167410	4	8027347	8028311	+	965
gene:Zm00001eb167420	4	8034777	8035228	-	452
gene:Zm00001eb167430	4	8035299	8038137	+	2839
gene:Zm00001eb167440	4	8155959	8159944	-	3986
gene:Zm00001eb167450	4	8170805	8171753	-	949
gene:Zm00001eb167460	4	8170848	8171186	+	339
gene:Zm00001eb167470	4	8171325	8171546	+	222
gene:Zm00001eb167480	4	8199122	8199769	-	648
gene:Zm00001eb167490	4	8267723	8268430	-	708
gene:Zm00001eb167500	4	8270830	8290764	+	19935
gene:Zm00001eb167510	4	8311373	8316600	+	5228
gene:Zm00001eb167520	4	8320790	8325151	+	4362
gene:Zm00001eb167530	4	8333244	8335422	+	2179
gene:Zm00001eb167540	4	8333247	8335415	-	2169
gene:Zm00001eb167550	4	8453296	8461149	-	7854
gene:Zm00001eb167560	4	8464980	8467192	-	2213
gene:Zm00001eb167570	4	8534412	8535397	+	986
gene:Zm00001eb167580	4	8636418	8638329	+	1912
gene:Zm00001eb167590	4	8728567	8730360	+	1794
gene:Zm00001eb167600	4	9801433	9801846	+	414
gene:Zm00001eb167610	4	9928059	9930875	-	2817
gene:Zm00001eb167620	4	9934150	9934845	+	696
gene:Zm00001eb167630	4	10257012	10258620	-	1609
gene:Zm00001eb167640	4	10299398	10302045	+	2648
gene:Zm00001eb167650	4	10397207	10400480	+	3274
gene:Zm00001eb167660	4	10558730	10567957	-	9228
gene:Zm00001eb167670	4	10628206	10631757	-	3552
gene:Zm00001eb167680	4	10628375	10634372	+	5998
gene:Zm00001eb167690	4	10695962	10697072	-	1111
gene:Zm00001eb167700	4	10715361	10716376	-	1016
gene:Zm00001eb167710	4	10718746	10719789	-	1044
gene:Zm00001eb167720	4	10736385	10737301	+	917
gene:Zm00001eb167730	4	10737866	10738632	+	767
gene:Zm00001eb167740	4	10785733	10790121	+	4389
gene:Zm00001eb167750	4	10800697	10804903	+	4207
gene:Zm00001eb167760	4	10819875	10820483	+	609
gene:Zm00001eb167770	4	10854450	10855608	-	1159
gene:Zm00001eb167780	4	10897637	10905132	+	7496
gene:Zm00001eb167790	4	10936968	10943063	-	6096
gene:Zm00001eb167800	4	11065536	11067736	-	2201
gene:Zm00001eb167810	4	11065537	11067727	+	2191
gene:Zm00001eb167820	4	11078522	11084701	-	6180
gene:Zm00001eb167830	4	11269206	11275036	+	5831
gene:Zm00001eb167840	4	11281127	11285892	-	4766
gene:Zm00001eb167850	4	11298994	11303917	-	4924
gene:Zm00001eb167860	4	11364390	11365623	-	1234
gene:Zm00001eb167870	4	11400802	11403786	-	2985
gene:Zm00001eb167880	4	11447146	11448558	-	1413
gene:Zm00001eb167890	4	11510402	11510851	+	450
gene:Zm00001eb167900	4	11511907	11513512	-	1606
gene:Zm00001eb167910	4	11540386	11547079	-	6694
gene:Zm00001eb167920	4	11595150	11595797	+	648
gene:Zm00001eb167930	4	11606322	11607146	+	825
gene:Zm00001eb167940	4	11634586	11663228	+	28643
gene:Zm00001eb167950	4	11713659	11714961	+	1303
gene:Zm00001eb167960	4	11719673	11720466	-	794
gene:Zm00001eb167970	4	11723868	11725947	+	2080
gene:Zm00001eb167980	4	11760143	11760937	+	795
gene:Zm00001eb167990	4	11760150	11761070	-	921
gene:Zm00001eb168000	4	11829113	11840922	+	11810
gene:Zm00001eb168010	4	11862186	11864645	+	2460
gene:Zm00001eb168020	4	11870166	11872124	+	1959
gene:Zm00001eb168030	4	11872182	11874449	+	2268
gene:Zm00001eb168040	4	11964369	11965713	-	1345
gene:Zm00001eb168050	4	12089130	12096668	+	7539
gene:Zm00001eb168060	4	12092306	12092950	-	645
gene:Zm00001eb168070	4	12097823	12106300	+	8478
gene:Zm00001eb168080	4	12130180	12131543	+	1364
gene:Zm00001eb168090	4	12186280	12192709	+	6430
gene:Zm00001eb168100	4	12192898	12195124	+	2227
gene:Zm00001eb168110	4	12197625	12198543	-	919
gene:Zm00001eb168120	4	12317574	12320379	-	2806
gene:Zm00001eb168130	4	12379916	12383015	-	3100
gene:Zm00001eb168140	4	12431560	12433211	-	1652
gene:Zm00001eb168150	4	12460856	12462178	+	1323
gene:Zm00001eb168160	4	12490462	12515843	-	25382
gene:Zm00001eb168170	4	12566874	12571003	-	4130
gene:Zm00001eb168180	4	12609388	12609950	+	563
gene:Zm00001eb168190	4	12654310	12659689	-	5380
gene:Zm00001eb168200	4	12732298	12735602	-	3305
gene:Zm00001eb168210	4	12764777	12765230	-	454
gene:Zm00001eb168220	4	12766588	12768818	-	2231
gene:Zm00001eb168230	4	12767101	12768552	+	1452
gene:Zm00001eb168240	4	12909722	12910072	+	351
gene:Zm00001eb168250	4	12910409	12911110	+	702
gene:Zm00001eb168260	4	12917457	12923362	+	5906
gene:Zm00001eb168270	4	12978762	12983382	+	4621
gene:Zm00001eb168280	4	12982585	12983295	-	711
gene:Zm00001eb168290	4	13009615	13011188	-	1574
gene:Zm00001eb168300	4	13116810	13117663	+	854
gene:Zm00001eb168310	4	13117878	13120815	+	2938
gene:Zm00001eb168320	4	13128982	13130228	+	1247
gene:Zm00001eb168330	4	13129724	13130599	-	876
gene:Zm00001eb168340	4	13137982	13145194	-	7213
gene:Zm00001eb168350	4	13184755	13185856	-	1102
gene:Zm00001eb168360	4	13298845	13299703	-	859
gene:Zm00001eb168370	4	13298950	13299511	+	562
gene:Zm00001eb168380	4	13314378	13316001	-	1624
gene:Zm00001eb168390	4	13333441	13334327	-	887
gene:Zm00001eb168400	4	13377098	13377919	+	822
gene:Zm00001eb168410	4	13645894	13676006	+	30113
gene:Zm00001eb168420	4	13651197	13651508	-	312
gene:Zm00001eb168430	4	13835975	13841614	-	5640
gene:Zm00001eb168440	4	13876367	13881909	-	5543
gene:Zm00001eb168450	4	13994512	14009585	+	15074
gene:Zm00001eb168460	4	14003370	14005107	-	1738
gene:Zm00001eb168470	4	14037183	14040000	+	2818
gene:Zm00001eb168480	4	14037797	14046368	-	8572
gene:Zm00001eb168490	4	14056135	14057873	+	1739
gene:Zm00001eb168500	4	14167671	14171459	+	3789
gene:Zm00001eb168510	4	14186974	14205391	+	18418
gene:Zm00001eb168520	4	14225645	14230093	+	4449
gene:Zm00001eb168530	4	14281779	14283123	-	1345
gene:Zm00001eb168540	4	14292366	14293426	-	1061
gene:Zm00001eb168550	4	14486593	14490005	+	3413
gene:Zm00001eb168560	4	14596321	14596929	-	609
gene:Zm00001eb168570	4	14646477	14647047	-	571
gene:Zm00001eb168580	4	14664375	14664836	+	462
gene:Zm00001eb168590	4	14781193	14781784	+	592
gene:Zm00001eb168600	4	14807045	14808907	-	1863
gene:Zm00001eb168610	4	14871464	14871709	+	246
gene:Zm00001eb168620	4	14914140	14916855	+	2716
gene:Zm00001eb168630	4	14938330	14939088	-	759
gene:Zm00001eb168640	4	14996217	15001322	+	5106
gene:Zm00001eb168650	4	15054026	15060003	+	5978
gene:Zm00001eb168660	4	15060552	15061678	+	1127
gene:Zm00001eb168670	4	15085518	15099931	+	14414
gene:Zm00001eb168680	4	15140763	15143517	+	2755
gene:Zm00001eb168690	4	15149266	15151670	+	2405
gene:Zm00001eb168700	4	15157596	15169617	+	12022
gene:Zm00001eb168710	4	15175383	15178141	+	2759
gene:Zm00001eb168720	4	15299300	15301857	+	2558
gene:Zm00001eb168730	4	15351485	15357555	-	6071
gene:Zm00001eb168740	4	15570433	15575435	+	5003
gene:Zm00001eb168750	4	15666551	15673304	+	6754
gene:Zm00001eb168760	4	15699633	15707317	-	7685
gene:Zm00001eb168770	4	15756985	15759645	+	2661
gene:Zm00001eb168780	4	15810013	15810902	+	890
gene:Zm00001eb168790	4	15837472	15871830	+	34359
gene:Zm00001eb168800	4	15868893	15869300	-	408
gene:Zm00001eb168810	4	15906671	15911675	-	5005
gene:Zm00001eb168820	4	15966666	15967880	+	1215
gene:Zm00001eb168830	4	15974318	15976170	+	1853
gene:Zm00001eb168840	4	16018948	16027266	-	8319
gene:Zm00001eb168850	4	16063864	16064793	+	930
gene:Zm00001eb168860	4	16063948	16064696	-	749
gene:Zm00001eb168870	4	16067079	16070427	-	3349
gene:Zm00001eb168880	4	16152293	16157795	+	5503
gene:Zm00001eb168890	4	16158491	16159960	-	1470
gene:Zm00001eb168900	4	16181059	16184699	-	3641
gene:Zm00001eb168910	4	16194023	16198775	-	4753
gene:Zm00001eb168920	4	16267379	16288952	-	21574
gene:Zm00001eb168930	4	16341704	16342704	+	1001
gene:Zm00001eb168940	4	16349775	16353599	-	3825
gene:Zm00001eb168950	4	16373920	16377965	-	4046
gene:Zm00001eb168960	4	16511584	16511934	-	351
gene:Zm00001eb168970	4	16598532	16609562	-	11031
gene:Zm00001eb168980	4	16626085	16626943	-	859
gene:Zm00001eb168990	4	16640505	16647523	+	7019
gene:Zm00001eb169000	4	16647740	16649319	+	1580
gene:Zm00001eb169010	4	16651883	16653350	-	1468
gene:Zm00001eb169020	4	16910672	16912823	-	2152
gene:Zm00001eb169030	4	16930112	16940894	+	10783
gene:Zm00001eb169040	4	16936098	16945479	-	9382
gene:Zm00001eb169050	4	17019837	17027351	+	7515
gene:Zm00001eb169060	4	17026300	17029755	+	3456
gene:Zm00001eb169070	4	17029913	17032536	-	2624
gene:Zm00001eb169080	4	17141619	17145453	-	3835
gene:Zm00001eb169090	4	17186481	17188094	-	1614
gene:Zm00001eb169100	4	17273070	17282332	+	9263
gene:Zm00001eb169110	4	17367729	17368549	-	821
gene:Zm00001eb169120	4	17367856	17379201	+	11346
gene:Zm00001eb169130	4	17831135	17836306	+	5172
gene:Zm00001eb169140	4	17861567	17865739	-	4173
gene:Zm00001eb169150	4	17912109	17915438	+	3330
gene:Zm00001eb169160	4	17915497	17935609	-	20113
gene:Zm00001eb169170	4	17995258	18002849	+	7592
gene:Zm00001eb169180	4	17998931	18001378	-	2448
gene:Zm00001eb169190	4	18074476	18083856	+	9381
gene:Zm00001eb169200	4	18124364	18132454	+	8091
gene:Zm00001eb169210	4	18211468	18213876	+	2409
gene:Zm00001eb169220	4	18296099	18299508	-	3410
gene:Zm00001eb169230	4	18296283	18299587	+	3305
gene:Zm00001eb169240	4	18305489	18307669	-	2181
gene:Zm00001eb169250	4	18322678	18323790	+	1113
gene:Zm00001eb169260	4	18438903	18440708	-	1806
gene:Zm00001eb169270	4	18441266	18441647	-	382
gene:Zm00001eb169280	4	18442376	18448892	-	6517
gene:Zm00001eb169290	4	18533041	18542303	+	9263
gene:Zm00001eb169300	4	18673671	18675438	+	1768
gene:Zm00001eb169310	4	18775925	18785216	+	9292
gene:Zm00001eb169320	4	18828376	18829717	+	1342
gene:Zm00001eb169330	4	18844587	18845607	-	1021
gene:Zm00001eb169340	4	18921788	18924432	+	2645
gene:Zm00001eb169350	4	18975726	18987754	+	12029
gene:Zm00001eb169360	4	19015525	19020090	+	4566
gene:Zm00001eb169370	4	19020805	19027990	-	7186
gene:Zm00001eb169380	4	19073820	19075164	-	1345
gene:Zm00001eb169390	4	19074024	19075158	+	1135
gene:Zm00001eb169400	4	19112244	19119445	-	7202
gene:Zm00001eb169410	4	19187783	19200001	+	12219
gene:Zm00001eb169420	4	19205635	19206391	-	757
gene:Zm00001eb169430	4	19422810	19426517	+	3708
gene:Zm00001eb169440	4	19444254	19446010	-	1757
gene:Zm00001eb169450	4	19533068	19536266	-	3199
gene:Zm00001eb169460	4	19556269	19559184	-	2916
gene:Zm00001eb169470	4	19557844	19559227	+	1384
gene:Zm00001eb169480	4	19684121	19690676	-	6556
gene:Zm00001eb169490	4	19726226	19729111	-	2886
gene:Zm00001eb169500	4	19814181	19816841	+	2661
gene:Zm00001eb169510	4	19816317	19818819	-	2503
gene:Zm00001eb169520	4	19928347	19930451	+	2105
gene:Zm00001eb169530	4	20075640	20077137	+	1498
gene:Zm00001eb169540	4	20146956	20164506	+	17551
gene:Zm00001eb169550	4	20193995	20194535	-	541
gene:Zm00001eb169560	4	20207168	20208829	+	1662
gene:Zm00001eb169570	4	20259943	20262510	-	2568
gene:Zm00001eb169580	4	20262542	20269902	-	7361
gene:Zm00001eb169590	4	20270344	20271548	+	1205
gene:Zm00001eb169600	4	20273527	20275337	+	1811
gene:Zm00001eb169610	4	20274408	20280656	-	6249
gene:Zm00001eb169620	4	20362803	20369564	+	6762
gene:Zm00001eb169630	4	20373162	20381136	-	7975
gene:Zm00001eb169640	4	20496984	20502647	-	5664
gene:Zm00001eb169650	4	20528886	20529708	-	823
gene:Zm00001eb169660	4	20529726	20530035	-	310
gene:Zm00001eb169670	4	20598048	20601153	+	3106
gene:Zm00001eb169680	4	20599643	20604295	-	4653
gene:Zm00001eb169690	4	20603484	20604338	+	855
gene:Zm00001eb169700	4	20700973	20701434	-	462
gene:Zm00001eb169710	4	20804661	20806762	-	2102
gene:Zm00001eb169720	4	20806051	20806850	+	800
gene:Zm00001eb169730	4	20823433	20824189	+	757
gene:Zm00001eb169740	4	21008471	21011384	-	2914
gene:Zm00001eb169750	4	21034844	21037652	+	2809
gene:Zm00001eb169760	4	21082376	21083458	+	1083
gene:Zm00001eb169770	4	21107295	21123303	-	16009
gene:Zm00001eb169780	4	21232063	21237769	+	5707
gene:Zm00001eb169790	4	21272643	21280753	+	8111
gene:Zm00001eb169800	4	21283287	21303478	-	20192
gene:Zm00001eb169810	4	21520258	21521599	-	1342
gene:Zm00001eb169820	4	21548066	21548600	-	535
gene:Zm00001eb169830	4	21555524	21560705	+	5182
gene:Zm00001eb169840	4	21567837	21569896	+	2060
gene:Zm00001eb169850	4	21621159	21622718	+	1560
gene:Zm00001eb169860	4	21622120	21622562	-	443
gene:Zm00001eb169870	4	21649158	21650874	+	1717
gene:Zm00001eb169880	4	21683684	21685252	-	1569
gene:Zm00001eb169890	4	21758915	21759835	-	921
gene:Zm00001eb169900	4	21758948	21759662	+	715
gene:Zm00001eb169910	4	21806163	21810226	-	4064
gene:Zm00001eb169920	4	21888490	21909540	+	21051
gene:Zm00001eb169930	4	22103121	22104056	+	936
gene:Zm00001eb169940	4	22109948	22115822	-	5875
gene:Zm00001eb169950	4	22152266	22154411	-	2146
gene:Zm00001eb169960	4	22216666	22218355	-	1690
gene:Zm00001eb169970	4	22248287	22254771	-	6485
gene:Zm00001eb169980	4	22385725	22389735	+	4011
gene:Zm00001eb169990	4	22444781	22448929	+	4149
gene:Zm00001eb170000	4	22449783	22450112	+	330
gene:Zm00001eb170010	4	22461806	22465653	+	3848
gene:Zm00001eb170020	4	22481440	22485885	-	4446
gene:Zm00001eb170030	4	22637076	22638469	-	1394
gene:Zm00001eb170040	4	22830633	22833813	+	3181
gene:Zm00001eb170050	4	22923492	22924910	+	1419
gene:Zm00001eb170060	4	22923907	22924633	-	727
gene:Zm00001eb170070	4	23017841	23019024	-	1184
gene:Zm00001eb170080	4	23025711	23027270	-	1560
gene:Zm00001eb170090	4	23136974	23138432	+	1459
gene:Zm00001eb170100	4	23287485	23290901	+	3417
gene:Zm00001eb170110	4	23287546	23290688	-	3143
gene:Zm00001eb170120	4	23294630	23299828	-	5199
gene:Zm00001eb170130	4	23301347	23301781	-	435
gene:Zm00001eb170140	4	23355919	23369265	-	13347
gene:Zm00001eb170150	4	23370806	23374368	-	3563
gene:Zm00001eb170160	4	23394257	23395270	+	1014
gene:Zm00001eb170170	4	23523848	23526225	-	2378
gene:Zm00001eb170180	4	23609969	23611848	-	1880
gene:Zm00001eb170190	4	23616627	23620225	-	3599
gene:Zm00001eb170200	4	23810528	23810876	+	349
gene:Zm00001eb170210	4	23812879	23815691	+	2813
gene:Zm00001eb170220	4	23813415	23815439	-	2025
gene:Zm00001eb170230	4	23852738	23858056	-	5319
gene:Zm00001eb170240	4	23915139	23919156	-	4018
gene:Zm00001eb170250	4	23921886	23942423	+	20538
gene:Zm00001eb170260	4	23987934	23988770	+	837
gene:Zm00001eb170270	4	23987975	23988496	-	522
gene:Zm00001eb170280	4	24043344	24047037	-	3694
gene:Zm00001eb170290	4	24072546	24074259	+	1714
gene:Zm00001eb170300	4	24072624	24074357	+	1734
gene:Zm00001eb170310	4	24072733	24073391	-	659
gene:Zm00001eb170320	4	24135177	24135693	-	517
gene:Zm00001eb170330	4	24236765	24238099	+	1335
gene:Zm00001eb170340	4	24263086	24270214	+	7129
gene:Zm00001eb170350	4	24328195	24338906	+	10712
gene:Zm00001eb170360	4	24437187	24443661	+	6475
gene:Zm00001eb170370	4	24512356	24513432	+	1077
gene:Zm00001eb170380	4	24539105	24539540	-	436
gene:Zm00001eb170390	4	24589362	24593114	+	3753
gene:Zm00001eb170400	4	24723057	24729323	+	6267
gene:Zm00001eb170410	4	24728393	24728720	-	328
gene:Zm00001eb170420	4	24744096	24746505	+	2410
gene:Zm00001eb170430	4	24762213	24762651	+	439
gene:Zm00001eb170440	4	24818567	24820532	+	1966
gene:Zm00001eb170450	4	24839574	24840226	-	653
gene:Zm00001eb170460	4	24860053	24865670	-	5618
gene:Zm00001eb170470	4	24963862	24964546	+	685
gene:Zm00001eb170480	4	25021500	25023863	+	2364
gene:Zm00001eb170490	4	25052429	25052912	+	484
gene:Zm00001eb170500	4	25078039	25078683	+	645
gene:Zm00001eb170510	4	25081389	25083426	-	2038
gene:Zm00001eb170520	4	25083318	25091452	-	8135
gene:Zm00001eb170530	4	25335328	25339091	+	3764
gene:Zm00001eb170540	4	25420464	25426332	-	5869
gene:Zm00001eb170550	4	25522000	25539031	+	17032
gene:Zm00001eb170560	4	25597205	25600478	+	3274
gene:Zm00001eb170570	4	25597240	25597799	-	560
gene:Zm00001eb170580	4	25786847	25789338	+	2492
gene:Zm00001eb170590	4	25858890	25861248	-	2359
gene:Zm00001eb170600	4	25907340	25907891	+	552
gene:Zm00001eb170610	4	25952059	25956439	-	4381
gene:Zm00001eb170620	4	26022778	26023401	+	624
gene:Zm00001eb170630	4	26124653	26125328	+	676
gene:Zm00001eb170640	4	26252624	26253476	-	853
gene:Zm00001eb170650	4	26396474	26428228	-	31755
gene:Zm00001eb170660	4	26462896	26463408	-	513
gene:Zm00001eb170670	4	26463010	26463892	+	883
gene:Zm00001eb170680	4	26603871	26604570	+	700
gene:Zm00001eb170690	4	26604878	26607591	+	2714
gene:Zm00001eb170700	4	26609885	26610675	+	791
gene:Zm00001eb170710	4	26610698	26622919	+	12222
gene:Zm00001eb170720	4	26756824	26761484	+	4661
gene:Zm00001eb170730	4	26817759	26825609	+	7851
gene:Zm00001eb170740	4	26899619	26906139	+	6521
gene:Zm00001eb170750	4	26906979	26910908	+	3930
gene:Zm00001eb170760	4	26971455	26988907	+	17453
gene:Zm00001eb170770	4	27077916	27079478	-	1563
gene:Zm00001eb170780	4	27080183	27100389	-	20207
gene:Zm00001eb170790	4	27241912	27242735	+	824
gene:Zm00001eb170800	4	27259010	27261765	-	2756
gene:Zm00001eb170810	4	27334322	27346118	-	11797
gene:Zm00001eb170820	4	27406491	27407666	-	1176
gene:Zm00001eb170830	4	27472869	27476930	+	4062
gene:Zm00001eb170840	4	27555830	27573168	-	17339
gene:Zm00001eb170850	4	27598900	27600231	+	1332
gene:Zm00001eb170860	4	27613028	27613589	+	562
gene:Zm00001eb170870	4	27640566	27646581	+	6016
gene:Zm00001eb170880	4	27651081	27651427	-	347
gene:Zm00001eb170890	4	27657533	27658291	+	759
gene:Zm00001eb170900	4	27664321	27668851	-	4531
gene:Zm00001eb170910	4	27668526	27668839	+	314
gene:Zm00001eb170920	4	27739408	27740497	-	1090
gene:Zm00001eb170930	4	27788985	27798391	-	9407
gene:Zm00001eb170940	4	27935390	27953598	-	18209
gene:Zm00001eb170950	4	27984394	27992680	+	8287
gene:Zm00001eb170960	4	27995428	27995931	-	504
gene:Zm00001eb170970	4	28134082	28136921	+	2840
gene:Zm00001eb170980	4	28162185	28164628	+	2444
gene:Zm00001eb170990	4	28178850	28185576	-	6727
gene:Zm00001eb171000	4	28230737	28235128	+	4392
gene:Zm00001eb171010	4	28298813	28303227	+	4415
gene:Zm00001eb171020	4	28302646	28318316	-	15671
gene:Zm00001eb171030	4	28335174	28341186	-	6013
gene:Zm00001eb171040	4	28342495	28349682	-	7188
gene:Zm00001eb171050	4	28364267	28365898	+	1632
gene:Zm00001eb171060	4	28364628	28369393	-	4766
gene:Zm00001eb171070	4	28432860	28436065	-	3206
gene:Zm00001eb171080	4	28433030	28440841	+	7812
gene:Zm00001eb171090	4	28441050	28453770	-	12721
gene:Zm00001eb171100	4	28554574	28558385	+	3812
gene:Zm00001eb171110	4	28558927	28566580	-	7654
gene:Zm00001eb171120	4	28567113	28571750	-	4638
gene:Zm00001eb171130	4	28567327	28570067	+	2741
gene:Zm00001eb171140	4	28627746	28634366	-	6621
gene:Zm00001eb171150	4	28635386	28637021	-	1636
gene:Zm00001eb171160	4	28637641	28660829	-	23189
gene:Zm00001eb171170	4	28671875	28672218	-	344
